Gene	GeneSymbol	Chr	start	end	band	cytoband	isCentromer	Position	new_positions
TAS2R40	TAS2R40	7	143222037	143223079	q34	7q	no	143222558	908
GSTK1	GSTK1	7	143244093	143270854	q34	7q	no	143257473.5	909
TMEM139-AS1	TMEM139-AS1	7	143255264	143287997	q34	7q	no	143271630.5	910
TMEM139	TMEM139	7	143279957	143288048	q34	7q	no	143284002.5	911
CASP2	CASP2	7	143288215	143307696	q34	7q	no	143297955.5	912
RN7SL535P	RN7SL535P	7	143290615	143290910	q34	7q	no	143290762.5	913
RN7SL481P	RN7SL481P	7	143298516	143298814	q34	7q	no	143298665	914
HINT1P1	HINT1P1	7	143312684	143313061	q34	7q	no	143312872.5	915
CLCN1	CLCN1	7	143316111	143352083	q34	7q	no	143334097	916
FAM131B	FAM131B	7	143353400	143362770	q34	7q	no	143358085	917
FAM131B-AS1	FAM131B-AS1	7	143363899	143364229	q34	7q	no	143364064	918
RNU6-162P	RNU6-162P	7	143574746	143574848	q35	7q	no	143574797	919
TCAF1P1	TCAF1P1	7	143598039	143604839	q35	7q	no	143601439	920
TCAF2	TCAF2	7	143620952	143730410	q35	7q	no	143675681	921
TCAF2C	TCAF2C	7	143639230	143647646	q35	7q	no	143643438	922
PAICSP6	PAICSP6	7	143782667	143784284	q35	7q	no	143783475.5	923
TCAF1	TCAF1	7	143851375	143902198	q35	7q	no	143876786.5	924
OR2A25	OR2A25	7	144069811	144075870	q35	7q	no	144072840.5	925
OR2A41P	OR2A41P	7	144077721	144077825	q35	7q	no	144077773	926
OR2A12	OR2A12	7	144086278	144098953	q35	7q	no	144092615.5	927
OR2A2	OR2A2	7	144109583	144110539	q35	7q	no	144110061	928
OR2A15P	OR2A15P	7	144118461	144119360	q35	7q	no	144118910.5	929
OR2A14	OR2A14	7	144123176	144131188	q35	7q	no	144127182	930
OR2A13P	OR2A13P	7	144142009	144142938	q35	7q	no	144142473.5	931
OR2A3P	OR2A3P	7	144153486	144158905	q35	7q	no	144156195.5	932
OR2AO1P	OR2AO1P	7	144176740	144177142	q35	7q	no	144176941	933
ARHGEF35-AS1	ARHGEF35-AS1	7	144194858	144280547	q35	7q	no	144237702.5	934
OR2A42	OR2A42	7	144228244	144239605	q35	7q	no	144233924.5	935
OR2A20P	OR2A20P	7	144250045	144256244	q35	7q	no	144253144.5	936
OR2A7	OR2A7	7	144257663	144264792	q35	7q	no	144261227.5	937
ARHGEF34P	ARHGEF34P	7	144272445	144286966	q35	7q	no	144279705.5	938
OR2A9P	OR2A9P	7	144294480	144300934	q35	7q	no	144297707	939
OR2A1-AS1	OR2A1-AS1	7	144300395	144356181	q35	7q	no	144328288	940
OR2A1	OR2A1	7	144312419	144322737	q35	7q	no	144317578	941
PPIAP83	PPIAP83	7	144434826	144435314	q35	7q	no	144435070	942
RNU6ATAC40P	RNU6ATAC40P	7	144451681	144451817	q35	7q	no	144451749	943
TPK1	TPK1	7	144451941	144836395	q35	7q	no	144644168	944
EEF1A1P10	EEF1A1P10	7	144647186	144648575	q35	7q	no	144647880.5	945
RN7SKP174	RN7SKP174	7	144849755	144850084	q35	7q	no	144849919.5	946
EI24P4	EI24P4	7	145005058	145006135	q35	7q	no	145005596.5	947
RPL7P59	RPL7P59	7	145039999	145040941	q35	7q	no	145040470	948
DPY19L4P2	DPY19L4P2	7	145583197	145584817	q35	7q	no	145584007	949
CNTNAP2-AS1	CNTNAP2-AS1	7	147080934	147097609	q35	7q	no	147089271.5	950
DUTP3	DUTP3	7	147146342	147146756	q35	7q	no	147146549	951
RANP2	RANP2	7	147167344	147167572	q35	7q	no	147167458	952
MIR548F4	MIR548F4	7	147378017	147378121	q35	7q	no	147378069	953
RNU6-1184P	RNU6-1184P	7	147831770	147831877	q35	7q	no	147831823.5	954
RNA5SP249	RNA5SP249	7	147849884	147849982	q35	7q	no	147849933	955
RN7SL456P	RN7SL456P	7	147940007	147940301	q35	7q	no	147940154	956
RN7SL72P	RN7SL72P	7	148438309	148438577	q36.1	7q	no	148438443	957
RPL32P17	RPL32P17	7	148580401	148580799	q36.1	7q	no	148580600	958
C7orf33	C7orf33	7	148590766	148615860	q36.1	7q	no	148603313	959
CUL1	CUL1	7	148697914	148801110	q36.1	7q	no	148749512	960
EZH2	EZH2	7	148807257	148884321	q36.1	7q	no	148845789	961
RNU7-20P	RNU7-20P	7	148821012	148821073	q36.1	7q	no	148821042.5	962
RN7SL569P	RN7SL569P	7	148890226	148890513	q36.1	7q	no	148890369.5	963
RNY4	RNY4	7	148963315	148963410	q36.1	7q	no	148963362.5	964
RNY3	RNY3	7	148983755	148983856	q36.1	7q	no	148983805.5	965
RNY1	RNY1	7	148987136	148987248	q36.1	7q	no	148987192	966
GHET1	GHET1	7	148987527	148989432	q36.1	7q	no	148988479.5	967
PDIA4	PDIA4	7	149003062	149028662	q36.1	7q	no	149015862	968
RNU6-650P	RNU6-650P	7	149033057	149033167	q36.1	7q	no	149033112	969
COX6B1P1	COX6B1P1	7	149053961	149054173	q36.1	7q	no	149054067	970
ZNF786	ZNF786	7	149069641	149090782	q36.1	7q	no	149080211.5	971
ZNF425	ZNF425	7	149102784	149126324	q36.1	7q	no	149114554	972
RN7SL521P	RN7SL521P	7	149125690	149125986	q36.1	7q	no	149125838	973
ZNF398	ZNF398	7	149126416	149183042	q36.1	7q	no	149154729	974
ZNF282	ZNF282	7	149195546	149226238	q36.1	7q	no	149210892	975
ZNF212	ZNF212	7	149239651	149255606	q36.1	7q	no	149247628.5	976
ZNF783	ZNF783	7	149262171	149297302	q36.1	7q	no	149279736.5	977
NPM1P12	NPM1P12	7	149334024	149334857	q36.1	7q	no	149334440.5	978
ZNF777	ZNF777	7	149431363	149461062	q36.1	7q	no	149446212.5	979
ZNF746	ZNF746	7	149472696	149497817	q36.1	7q	no	149485256.5	980
ZNF767P	ZNF767P	7	149547154	149624752	q36.1	7q	no	149585953	981
KRBA1	KRBA1	7	149714781	149734575	q36.1	7q	no	149724678	982
ZNF467	ZNF467	7	149764182	149773588	q36.1	7q	no	149768885	983
SSPOP	SSPOP	7	149776042	149833979	q36.1	7q	no	149805010.5	984
ZNF862	ZNF862	7	149838375	149867479	q36.1	7q	no	149852927	985
ATP6V0E2-AS1	ATP6V0E2-AS1	7	149867697	149880610	q36.1	7q	no	149874153.5	986
ATP6V0E2	ATP6V0E2	7	149872968	149891204	q36.1	7q	no	149882086	987
ACTR3C	ACTR3C	7	150243916	150323725	q36.1	7q	no	150283820.5	988
ZBED6CL	ZBED6CL	7	150322639	150332721	q36.1	7q	no	150327680	989
LRRC61	LRRC61	7	150323263	150338156	q36.1	7q	no	150330709.5	990
RARRES2	RARRES2	7	150338317	150341662	q36.1	7q	no	150339989.5	991
REPIN1-AS1	REPIN1-AS1	7	150363777	150372590	q36.1	7q	no	150368183.5	992
REPIN1	REPIN1	7	150368189	150374044	q36.1	7q	no	150371116.5	993
ZNF775	ZNF775	7	150368790	150398630	q36.1	7q	no	150383710	994
ZNF775-AS1	ZNF775-AS1	7	150379854	150383885	q36.1	7q	no	150381869.5	995
LINC00996	LINC00996	7	150433654	150448141	q36.1	7q	no	150440897.5	996
GIMAP8	GIMAP8	7	150450630	150479393	q36.1	7q	no	150465011.5	997
STRADBP1	STRADBP1	7	150512559	150513839	q36.1	7q	no	150513199	998
GIMAP7	GIMAP7	7	150514872	150521073	q36.1	7q	no	150517972.5	999
ALDH7A1P3	ALDH7A1P3	7	150541754	150542098	q36.1	7q	no	150541926	1000
GIMAP4	GIMAP4	7	150567369	150573953	q36.1	7q	no	150570661	1001
GIMAP6	GIMAP6	7	150625375	150632648	q36.1	7q	no	150629011.5	1002
GIMAP2	GIMAP2	7	150685697	150693641	q36.1	7q	no	150689669	1003
GIMAP1	GIMAP1	7	150716606	150724284	q36.1	7q	no	150720445	1004
GIMAP1-GIMAP5	GIMAP1-GIMAP5	7	150716668	150743646	q36.1	7q	no	150730157	1005
GIMAP5	GIMAP5	7	150722253	150750033	q36.1	7q	no	150736143	1006
GIMAP3P	GIMAP3P	7	150746893	150747728	q36.1	7q	no	150747310.5	1007
BET1P1	BET1P1	7	150749736	150750094	q36.1	7q	no	150749915	1008
TMEM176B	TMEM176B	7	150791285	150801360	q36.1	7q	no	150796322.5	1009
TMEM176A	TMEM176A	7	150800403	150805118	q36.1	7q	no	150802760.5	1010
AOC1	AOC1	7	150824627	150861504	q36.1	7q	no	150843065.5	1011
KCNH2	KCNH2	7	150944961	150978321	q36.1	7q	no	150961641	1012
NOS3	NOS3	7	150991017	151014588	q36.1	7q	no	151002802.5	1013
ATG9B	ATG9B	7	151012209	151024499	q36.1	7q	no	151018354	1014
ABCB8	ABCB8	7	151028422	151047782	q36.1	7q	no	151038102	1015
ASIC3	ASIC3	7	151048292	151052756	q36.1	7q	no	151050524	1016
CDK5	CDK5	7	151053815	151057897	q36.1	7q	no	151055856	1017
SLC4A2	SLC4A2	7	151057210	151076526	q36.1	7q	no	151066868	1018
FASTK	FASTK	7	151076624	151080866	q36.1	7q	no	151078745	1019
TMUB1	TMUB1	7	151081085	151083493	q36.1	7q	no	151082289	1020
AGAP3	AGAP3	7	151085831	151144436	q36.1	7q	no	151115133.5	1021
GBX1	GBX1	7	151148009	151174745	q36.1	7q	no	151161377	1022
ASB10	ASB10	7	151175698	151187832	q36.1	7q	no	151181765	1023
IQCA1L	IQCA1L	7	151190873	151205496	q36.1	7q	no	151198184.5	1024
ABCF2-H2BE1	ABCF2-H2BE1	7	151207837	151227166	q36.1	7q	no	151217501.5	1025
H2BE1	H2BE1	7	151207837	151210488	q36.1	7q	no	151209162.5	1026
ABCF2	ABCF2	7	151211484	151227205	q36.1	7q	no	151219344.5	1027
CHPF2	CHPF2	7	151232483	151240979	q36.1	7q	no	151236731	1028
MIR671	MIR671	7	151238421	151238538	q36.1	7q	no	151238479.5	1029
SMARCD3	SMARCD3	7	151238764	151277896	q36.1	7q	no	151258330	1030
NUB1	NUB1	7	151341772	151378449	q36.1	7q	no	151360110.5	1031
WDR86	WDR86	7	151375909	151410727	q36.1	7q	no	151393318	1032
WDR86-AS1	WDR86-AS1	7	151409161	151413354	q36.1	7q	no	151411257.5	1033
CRYGN	CRYGN	7	151428832	151440813	q36.1	7q	no	151434822.5	1034
MIR3907	MIR3907	7	151433489	151433639	q36.1	7q	no	151433564	1035
RN7SL76P	RN7SL76P	7	151464650	151464938	q36.1	7q	no	151464794	1036
RHEB	RHEB	7	151466012	151520120	q36.1	7q	no	151493066	1037
ETF1P2	ETF1P2	7	151501878	151503463	q36.1	7q	no	151502670.5	1038
PRKAG2	PRKAG2	7	151556124	151877125	q36.1	7q	no	151716624.5	1039
PRKAG2-AS1	PRKAG2-AS1	7	151877042	151879229	q36.1	7q	no	151878135.5	1040
RNU6-604P	RNU6-604P	7	151900275	151900374	q36.1	7q	no	151900324.5	1041
GALNTL5	GALNTL5	7	151956379	152019929	q36.1	7q	no	151988154	1042
GALNT11	GALNT11	7	152025674	152122340	q36.1	7q	no	152074007	1043
YBX1P4	YBX1P4	7	152128879	152129686	q36.1	7q	no	152129282.5	1044
KMT2C	KMT2C	7	152134922	152436644	q36.1	7q	no	152285783	1045
SEPTIN7P6	SEPTIN7P6	7	152367519	152368661	q36.1	7q	no	152368090	1046
FABP5P3	FABP5P3	7	152435695	152443176	q36.1	7q	no	152439435.5	1047
CCT8L1P	CCT8L1P	7	152445477	152447150	q36.1	7q	no	152446313.5	1048
LINC01003	LINC01003	7	152463786	152465549	q36.1	7q	no	152464667.5	1049
XRCC2	XRCC2	7	152644776	152676141	q36.1	7q	no	152660458.5	1050
ATP5PBP3	ATP5PBP3	7	152749079	152749735	q36.1	7q	no	152749407	1051
RN7SL845P	RN7SL845P	7	152757662	152757951	q36.1	7q	no	152757806.5	1052
ACTR3B	ACTR3B	7	152759749	152855378	q36.1	7q	no	152807563.5	1053
LINC01287	LINC01287	7	153355365	153413985	q36.2	7q	no	153384675	1054
PAXBP1P1	PAXBP1P1	7	153449429	153449875	q36.2	7q	no	153449652	1055
DPP6	DPP6	7	153887097	154894285	q36.2	7q	no	154390691	1056
PAXIP1-AS2	PAXIP1-AS2	7	154928460	154952188	q36.2	7q	no	154940324	1057
PAXIP1	PAXIP1	7	154943687	155003124	q36.2	7q	no	154973405.5	1058
PAXIP1-DT	PAXIP1-DT	7	155003448	155005703	q36.2	7q	no	155004575.5	1059
HTR5A-AS1	HTR5A-AS1	7	155067034	155072450	q36.2	7q	no	155069742	1060
HTR5A	HTR5A	7	155070324	155087392	q36.2	7q	no	155078858	1061
RN7SKP280	RN7SKP280	7	155181881	155182184	q36.2	7q	no	155182032.5	1062
INSIG1-DT	INSIG1-DT	7	155295918	155297541	q36.3	7q	no	155296729.5	1063
INSIG1	INSIG1	7	155297776	155310235	q36.3	7q	no	155304005.5	1064
BLACE	BLACE	7	155356985	155367934	q36.3	7q	no	155362459.5	1065
EN2	EN2	7	155458129	155464831	q36.3	7q	no	155461480	1066
CNPY1	CNPY1	7	155474206	155555450	q36.3	7q	no	155514828	1067
RBM33	RBM33	7	155644451	155781485	q36.3	7q	no	155712968	1068
SHH	SHH	7	155799980	155812463	q36.3	7q	no	155806221.5	1069
LINC01006	LINC01006	7	156388922	156640654	q36.3	7q	no	156514788	1070
LINC00244	LINC00244	7	156540491	156541103	q36.3	7q	no	156540797	1071
RNF32	RNF32	7	156640281	156677130	q36.3	7q	no	156658705.5	1072
RNF32-AS1	RNF32-AS1	7	156654185	156659582	q36.3	7q	no	156656883.5	1073
LMBR1	LMBR1	7	156668946	156893216	q36.3	7q	no	156781081	1074
RNU4-31P	RNU4-31P	7	156872078	156872218	q36.3	7q	no	156872148	1075
NOM1	NOM1	7	156949712	156973176	q36.3	7q	no	156961444	1076
MNX1	MNX1	7	156994051	157010663	q36.3	7q	no	157002357	1077
MNX1-AS2	MNX1-AS2	7	157006307	157007132	q36.3	7q	no	157006719.5	1078
MNX1-AS1	MNX1-AS1	7	157010805	157016426	q36.3	7q	no	157013615.5	1079
UBE3C	UBE3C	7	157138916	157269370	q36.3	7q	no	157204143	1080
RPS27AP12	RPS27AP12	7	157192368	157192832	q36.3	7q	no	157192600	1081
DNAJB6	DNAJB6	7	157335381	157417439	q36.3	7q	no	157376410	1082
MIR153-2	MIR153-2	7	157574336	157574422	q36.3	7q	no	157574379	1083
PTPRN2-AS1	PTPRN2-AS1	7	157854529	157863011	q36.3	7q	no	157858770	1084
MIR595	MIR595	7	158532718	158532813	q36.3	7q	no	158532765.5	1085
LINC01022	LINC01022	7	158590629	158591120	q36.3	7q	no	158590874.5	1086
MIR5707	MIR5707	7	158591616	158591696	q36.3	7q	no	158591656	1087
THAP5P1	THAP5P1	7	158623188	158623449	q36.3	7q	no	158623318.5	1088
NCAPG2	NCAPG2	7	158631169	158704804	q36.3	7q	no	158667986.5	1089
ESYT2	ESYT2	7	158730995	158830253	q36.3	7q	no	158780624	1090
DYNC2I1	DYNC2I1	7	158856558	158956747	q36.3	7q	no	158906652.5	1091
LINC00689	LINC00689	7	159006522	159030195	q36.3	7q	no	159018358.5	1092
VIPR2	VIPR2	7	159028175	159144867	q36.3	7q	no	159086521	1093
PIP5K1P2	PIP5K1P2	7	159231435	159233377	q36.3	7q	no	159232406	1094
WBP1LP3	WBP1LP3	8	155274	155481	p23.3	8p	no	155377.5	1
OR4F21	OR4F21	8	166086	167024	p23.3	8p	no	166555	2
SEPTIN14P8	SEPTIN14P8	8	200385	200562	p23.3	8p	no	200473.5	3
RPL23AP53	RPL23AP53	8	213186	232231	p23.3	8p	no	222708.5	4
ZNF596	ZNF596	8	232137	264703	p23.3	8p	no	248420	5
FAM87A	FAM87A	8	375931	384079	p23.3	8p	no	380005	6
FBXO25	FBXO25	8	406428	477967	p23.3	8p	no	442197.5	7
TDRP	TDRP	8	489803	545781	p23.3	8p	no	517792	8
MIR3674	MIR3674	8	1801125	1801192	p23.3	8p	no	1801158.5	9
MIR596	MIR596	8	1817231	1817307	p23.3	8p	no	1817269	10
KBTBD11-OT1	KBTBD11-OT1	8	1971397	1976478	p23.3	8p	no	1973937.5	11
MIR7160	MIR7160	8	2076589	2076640	p23.3	8p	no	2076614.5	12
CSMD1	CSMD1	8	2935353	4994972	p23.2	8p	no	3965162.5	13
RNA5SP251	RNA5SP251	8	3700492	3700628	p23.2	8p	no	3700560	14
PAICSP4	PAICSP4	8	4787332	4788584	p23.2	8p	no	4787958	15
RN7SL318P	RN7SL318P	8	5142411	5142707	p23.2	8p	no	5142559	16
RPL23AP54	RPL23AP54	8	5476548	5476966	p23.2	8p	no	5476757	17
RN7SKP159	RN7SKP159	8	5910945	5911236	p23.2	8p	no	5911090.5	18
ANGPT2	ANGPT2	8	6499632	6563409	p23.1	8p	no	6531520.5	19
RPL23AP96	RPL23AP96	8	6898878	6899468	p23.1	8p	no	6899173	20
DEFT1P	DEFT1P	8	6987178	6989721	p23.1	8p	no	6988449.5	21
DEFT1P2	DEFT1P2	8	7006293	7007389	p23.1	8p	no	7006841	22
SNRPCP15	SNRPCP15	8	7170550	7170741	p23.1	8p	no	7170645.5	23
OR7E125P	OR7E125P	8	7246726	7247571	p23.1	8p	no	7247148.5	24
FAM90A15P	FAM90A15P	8	7256904	7259914	p23.1	8p	no	7258409	25
FAM90A4P	FAM90A4P	8	7272148	7275158	p23.1	8p	no	7273653	26
FAM90A13P	FAM90A13P	8	7279770	7282780	p23.1	8p	no	7281275	27
FAM90A5P	FAM90A5P	8	7287392	7290402	p23.1	8p	no	7288897	28
USP17L1	USP17L1	8	7332387	7333979	p23.1	8p	no	7333183	29
FAM90A14P	FAM90A14P	8	7715443	7718453	p23.1	8p	no	7716948	30
FAM90A18P	FAM90A18P	8	7723091	7726101	p23.1	8p	no	7724596	31
FAM90A16P	FAM90A16P	8	7730739	7733749	p23.1	8p	no	7732244	32
FAM90A8P	FAM90A8P	8	7738387	7741396	p23.1	8p	no	7739891.5	33
FAM90A10P	FAM90A10P	8	7768977	7771988	p23.1	8p	no	7770482.5	34
PRR23D2	PRR23D2	8	7778591	7781413	p23.1	8p	no	7780002	35
PRR23D3P	PRR23D3P	8	7793716	7795870	p23.1	8p	no	7794793	36
DEFB105A	DEFB105A	8	7821004	7823880	p23.1	8p	no	7822442	37
DEFB108A	DEFB108A	8	7934412	7938770	p23.1	8p	no	7936591	38
FAM66E	FAM66E	8	7955014	8008755	p23.1	8p	no	7981884.5	39
USP17L8	USP17L8	8	7971661	7973253	p23.1	8p	no	7972457	40
FAM90A11P	FAM90A11P	8	8011782	8017011	p23.1	8p	no	8014396.5	41
FAM90A24P	FAM90A24P	8	8019429	8024652	p23.1	8p	no	8022040.5	42
FAM90A12P	FAM90A12P	8	8027077	8032305	p23.1	8p	no	8029691	43
OR7E96P	OR7E96P	8	8039978	8040953	p23.1	8p	no	8040465.5	44
MIR548I3	MIR548I3	8	8088941	8089089	p23.1	8p	no	8089015	45
RPS3AP31	RPS3AP31	8	8095946	8096726	p23.1	8p	no	8096336	46
ENPP7P1	ENPP7P1	8	8154308	8216916	p23.1	8p	no	8185612	47
FAM85B	FAM85B	8	8167819	8226614	p23.1	8p	no	8197216.5	48
PRAG1	PRAG1	8	8317736	8386439	p23.1	8p	no	8352087.5	49
ERI1	ERI1	8	9002147	9116746	p23.1	8p	no	9059446.5	50
PRSS51	PRSS51	8	10482878	10547585	p23.1	8p	no	10515231.5	51
RP1L1	RP1L1	8	10606349	10712187	p23.1	8p	no	10659268	52
XKR6	XKR6	8	10896045	11201833	p23.1	8p	no	11048939	53
FAM167A	FAM167A	8	11421476	11475908	p23.1	8p	no	11448692	54
BLK	BLK	8	11486894	11564599	p23.1	8p	no	11525746.5	55
LINC00208	LINC00208	8	11576257	11582817	p23.1	8p	no	11579537	56
NEIL2	NEIL2	8	11769639	11787345	p23.1	8p	no	11778492	57
FDFT1	FDFT1	8	11795573	11839304	p23.1	8p	no	11817438.5	58
CTSB	CTSB	8	11842524	11869533	p23.1	8p	no	11856028.5	59
OR7E158P	OR7E158P	8	11919900	11920809	p23.1	8p	no	11920354.5	60
DEFB130B	DEFB130B	8	12064389	12071747	p23.1	8p	no	12068068	61
RNA5SP253	RNA5SP253	8	12087396	12087445	p23.1	8p	no	12087420.5	62
DEFB108D	DEFB108D	8	12095176	12099536	p23.1	8p	no	12097356	63
FAM66D	FAM66D	8	12115767	12177550	p23.1	8p	no	12146658.5	64
FAM90A2P	FAM90A2P	8	12172761	12175771	p23.1	8p	no	12174266	65
ALG1L11P	ALG1L11P	8	12178697	12182719	p23.1	8p	no	12180708	66
FAM86B1	FAM86B1	8	12182096	12194133	p23.1	8p	no	12188114.5	67
DEFB131D	DEFB131D	8	12290071	12296180	p23.1	8p	no	12293125.5	68
ZNF705CP	ZNF705CP	8	12356136	12359391	p23.1	8p	no	12357763.5	69
FAM66A	FAM66A	8	12362019	12388296	p23.1	8p	no	12375157.5	70
FAM90A25P	FAM90A25P	8	12415080	12418090	p23.1	8p	no	12416585	71
ALG1L12P	ALG1L12P	8	12421032	12425000	p23.1	8p	no	12423016	72
FAM86B2	FAM86B2	8	12424411	12436406	p23.1	8p	no	12430408.5	73
ENPP7P6	ENPP7P6	8	12448013	12511278	p23.1	8p	no	12479645.5	74
TRMT9B	TRMT9B	8	12945642	13031503	p22	8p	no	12988572.5	75
DLC1	DLC1	8	13083361	13604610	p22	8p	no	13343985.5	76
MTND4P7	MTND4P7	8	13353401	13353530	p22	8p	no	13353465.5	77
RNA5SP255	RNA5SP255	8	13536029	13536135	p22	8p	no	13536082	78
C8orf48	C8orf48	8	13566869	13568288	p22	8p	no	13567578.5	79
SGCZ	SGCZ	8	14084845	15238431	p22	8p	no	14661638	80
EIF4EP5	EIF4EP5	8	14309033	14309672	p22	8p	no	14309352.5	81
RNU7-153P	RNU7-153P	8	14319455	14319516	p22	8p	no	14319485.5	82
RNU6-397P	RNU6-397P	8	14487776	14487879	p22	8p	no	14487827.5	83
MIR383	MIR383	8	14853438	14853510	p22	8p	no	14853474	84
TUSC3	TUSC3	8	15417215	15766649	p22	8p	no	15591932	85
PPM1AP1	PPM1AP1	8	15806149	15807283	p22	8p	no	15806716	86
RPL32P19	RPL32P19	8	15943127	15943532	p22	8p	no	15943329.5	87
MSR1	MSR1	8	16107878	16567490	p22	8p	no	16337684	88
CCT3P1	CCT3P1	8	16275681	16276296	p22	8p	no	16275988.5	89
MRPL49P2	MRPL49P2	8	16374618	16375082	p22	8p	no	16374850	90
RN7SL474P	RN7SL474P	8	16863196	16863496	p22	8p	no	16863346	91
FGF20	FGF20	8	16992181	17002345	p22	8p	no	16997263	92
MICU3	MICU3	8	17027238	17122642	p22	8p	no	17074940	93
ZDHHC2	ZDHHC2	8	17156482	17224799	p22	8p	no	17190640.5	94
CNOT7	CNOT7	8	17224966	17246878	p22	8p	no	17235922	95
VPS37A	VPS37A	8	17246931	17302427	p22	8p	no	17274679	96
MTMR7	MTMR7	8	17296794	17413528	p22	8p	no	17355161	97
ADAM24P	ADAM24P	8	17469518	17471618	p22	8p	no	17470568	98
SLC7A2	SLC7A2	8	17497088	17570573	p22	8p	no	17533830.5	99
SLC7A2-IT1	SLC7A2-IT1	8	17500012	17500605	p22	8p	no	17500308.5	100
PDGFRL	PDGFRL	8	17576433	17644071	p22	8p	no	17610252	101
MTUS1	MTUS1	8	17643795	17801094	p22	8p	no	17722444.5	102
MIR548V	MIR548V	8	17681578	17681657	p22	8p	no	17681617.5	103
RNA5SP256	RNA5SP256	8	17748118	17748230	p22	8p	no	17748174	104
FGL1	FGL1	8	17864380	17910365	p22	8p	no	17887372.5	105
PCM1	PCM1	8	17922968	18029948	p22	8p	no	17976458	106
ASAH1	ASAH1	8	18055992	18084998	p22	8p	no	18070495	107
NAT1	NAT1	8	18170477	18223689	p22	8p	no	18197083	108
MTND4LP26	MTND4LP26	8	18200924	18201205	p22	8p	no	18201064.5	109
NATP	NATP	8	18370607	18371484	p22	8p	no	18371045.5	110
NAT2	NAT2	8	18391282	18401218	p22	8p	no	18396250	111
PSD3	PSD3	8	18527303	19084730	p22	8p	no	18806016.5	112
RPL35P6	RPL35P6	8	18774547	18774918	p22	8p	no	18774732.5	113
SH2D4A	SH2D4A	8	19313693	19396218	p21.3	8p	no	19354955.5	114
CSGALNACT1	CSGALNACT1	8	19404161	19758029	p21.3	8p	no	19581095	115
INTS10	INTS10	8	19817391	19852083	p21.3	8p	no	19834737	116
LPL	LPL	8	19901717	19967259	p21.3	8p	no	19934488	117
RPL30P9	RPL30P9	8	20113343	20113672	p21.3	8p	no	20113507.5	118
SLC18A1	SLC18A1	8	20144855	20183206	p21.3	8p	no	20164030.5	119
ATP6V1B2	ATP6V1B2	8	20197381	20226819	p21.3	8p	no	20212100	120
RNU6-892P	RNU6-892P	8	20229779	20229877	p21.3	8p	no	20229828	121
LZTS1	LZTS1	8	20246165	20303963	p21.3	8p	no	20275064	122
LZTS1-AS1	LZTS1-AS1	8	20275773	20290458	p21.3	8p	no	20283115.5	123
RNA5SP257	RNA5SP257	8	20290174	20290289	p21.3	8p	no	20290231.5	124
TMEM97P2	TMEM97P2	8	20934435	20934837	p21.3	8p	no	20934636	125
LINC02153	LINC02153	8	20972021	20995119	p21.3	8p	no	20983570	126
GFRA2	GFRA2	8	21690398	21812357	p21.3	8p	no	21751377.5	127
OR6R2P	OR6R2P	8	21797460	21797759	p21.3	8p	no	21797609.5	128
DOK2	DOK2	8	21908873	21913690	p21.3	8p	no	21911281.5	129
XPO7	XPO7	8	21919662	22006585	p21.3	8p	no	21963123.5	130
NPM2	NPM2	8	22024125	22036897	p21.3	8p	no	22030511	131
FGF17	FGF17	8	22042398	22048809	p21.3	8p	no	22045603.5	132
DMTN	DMTN	8	22048995	22082527	p21.3	8p	no	22065761	133
NUDT18	NUDT18	8	22106874	22109419	p21.3	8p	no	22108146.5	134
HR	HR	8	22114419	22133384	p21.3	8p	no	22123901.5	135
REEP4	REEP4	8	22138020	22141951	p21.3	8p	no	22139985.5	136
LGI3	LGI3	8	22146830	22157084	p21.3	8p	no	22151957	137
SFTPC	SFTPC	8	22156913	22164479	p21.3	8p	no	22160696	138
BMP1	BMP1	8	22165140	22212326	p21.3	8p	no	22188733	139
PHYHIP	PHYHIP	8	22219703	22232101	p21.3	8p	no	22225902	140
MIR320A	MIR320A	8	22244962	22245043	p21.3	8p	no	22245002.5	141
POLR3D	POLR3D	8	22245133	22254601	p21.3	8p	no	22249867	142
PIWIL2	PIWIL2	8	22275316	22357568	p21.3	8p	no	22316442	143
SLC39A14	SLC39A14	8	22367278	22434129	p21.3	8p	no	22400703.5	144
RNU6-336P	RNU6-336P	8	22434391	22434497	p21.3	8p	no	22434444	145
PPP3CC	PPP3CC	8	22440819	22541142	p21.3	8p	no	22490980.5	146
BTF3P3	BTF3P3	8	22492631	22493044	p21.3	8p	no	22492837.5	147
SORBS3	SORBS3	8	22544986	22575788	p21.3	8p	no	22560387	148
PDLIM2	PDLIM2	8	22578279	22598025	p21.3	8p	no	22588152	149
C8orf58	C8orf58	8	22599599	22604150	p21.3	8p	no	22601874.5	150
CCAR2	CCAR2	8	22604757	22620964	p21.3	8p	no	22612860.5	151
BIN3	BIN3	8	22620418	22669148	p21.3	8p	no	22644783	152
EGR3	EGR3	8	22687659	22693480	p21.3	8p	no	22690569.5	153
PEBP4	PEBP4	8	22713251	23000000	p21.3	8p	no	22856625.5	154
RN7SL303P	RN7SL303P	8	22977877	22978127	p21.3	8p	no	22978002	155
RHOBTB2	RHOBTB2	8	22987417	23020509	p21.3	8p	no	23003963	156
TNFRSF10B	TNFRSF10B	8	23020133	23069031	p21.3	8p	no	23044582	157
TNFRSF10C	TNFRSF10C	8	23102921	23117445	p21.3	8p	no	23110183	158
